// ********************************************
#	[   0]
	DestX:		1702
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3044 (1313�ʵ�E
// ********************************************
#	[2677]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1700
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1700
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1700
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1700
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3045 (1313�ʵ�E
// ********************************************
#	[2678]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1702
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1702
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1702
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1702
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3046 (1313�ʵ�E
// ********************************************
#	[2679]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1706
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3047 (1313�ʵ�E
// ********************************************
#	[2680]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1710
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1710
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1710
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1710
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3048 (1313�ʵ�E
// ********************************************
#	[2681]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1734
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1734
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1734
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1734
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3049 (1313�ʵ�E
// ********************************************
#	[2682]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1736
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1736
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1736
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1736
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3050 (1313�ʵ�E
// ********************************************
#	[2683]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1730
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1730
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1730
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1730
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3051 (1313�ʵ�E
// ********************************************
#	[2684]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1728
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1728
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1728
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1728
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3052 (1313�ʵ�E
// ********************************************
#	[2685]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1738
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1738
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1738
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1738
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3053 (1313�ʵ�E
// ********************************************
#	[2686]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1734
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1734
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1734
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1734
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3054 (1313�ʵ�E
// ********************************************
#	[2687]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1730
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1730
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1730
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1730
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3055 (1313�ʵ�E
// ********************************************
#	[2688]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1762
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1762
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1762
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1762
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3056 (1313�ʵ�E
// ********************************************
#	[2689]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1764
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1764
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1764
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1764
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3057 (1313�ʵ�E
// ********************************************
#	[2690]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1758
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1758
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1758
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1758
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3058 (1313�ʵ�E
// ********************************************
#	[2691]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1756
	StartY:		1766
	StartRange:	1
	StartWait:	9
	Segment1X:	1756
	Segment1Y:	1766
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1756
	Segment2Y:	1766
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1756
	DestY:		1766
	DestRange:	1
	DestWait:	10


// no3059 (1313�ʵ�E
// ********************************************
#	[2692]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1766
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1766
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1766
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1766
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3060 (1313�ʵ�E
// ********************************************
#	[2693]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1762
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1762
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1762
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1762
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3061 (1313�ʵ�E
// ********************************************
#	[2694]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1758
	StartY:		1770
	StartRange:	1
	StartWait:	9
	Segment1X:	1758
	Segment1Y:	1770
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1758
	Segment2Y:	1770
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1758
	DestY:		1770
	DestRange:	1
	DestWait:	10


// no3062 (1313�ʵ�E
// ********************************************
#	[2695]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1692
	StartY:		1776
	StartRange:	4
	StartWait:	9
	Segment1X:	1692
	Segment1Y:	1776
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1692
	Segment2Y:	1776
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1692
	DestY:		1776
	DestRange:	4
	DestWait:	10


// no3063 (1313�ʵ�E
// ********************************************
#	[2696]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1716
	StartY:		1772
	StartRange:	4
	StartWait:	9
	Segment1X:	1716
	Segment1Y:	1772
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1716
	Segment2Y:	1772
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1716
	DestY:		1772
	DestRange:	4
	DestWait:	10


// no3064 (1313�ʵ�E
// ********************************************
#	[2697]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1740
	StartY:		1772
	StartRange:	4
	StartWait:	9
	Segment1X:	1740
	Segment1Y:	1772
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1740
	Segment2Y:	1772
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1740
	DestY:		1772
	DestRange:	4
	DestWait:	10


// no3065 (1313�ʵ�E
// ********************************************
#	[2698]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1764
	StartY:		1776
	StartRange:	4
	StartWait:	9
	Segment1X:	1764
	Segment1Y:	1776
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1764
	Segment2Y:	1776
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1764
	DestY:		1776
	DestRange:	4
	DestWait:	10


// no3066 (1313�ʵ�E
// ********************************************
#	[2699]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1752
	StartY:		1788
	StartRange:	4
	StartWait:	9
	Segment1X:	1752
	Segment1Y:	1788
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1752
	Segment2Y:	1788
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1752
	DestY:		1788
	DestRange:	4
	DestWait:	10


// no3067 (1313�ʵ�E
// ********************************************
#	[2700]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1744
	StartY:		1788
	StartRange:	4
	StartWait:	9
	Segment1X:	1744
	Segment1Y:	1788
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1744
	Segment2Y:	1788
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1744
	DestY:		1788
	DestRange:	4
	DestWait:	10


// no3068 (1313�ʵ�E
// ********************************************
#	[2701]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1712
	StartY:		1788
	StartRange:	4
	StartWait:	9
	Segment1X:	1712
	Segment1Y:	1788
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1712
	Segment2Y:	1788
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1712
	DestY:		1788
	DestRange:	4
	DestWait:	10


// no3069 (1313�ʵ�E
// ********************************************
#	[2702]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1704
	StartY:		1788
	StartRange:	4
	StartWait:	9
	Segment1X:	1704
	Segment1Y:	1788
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1704
	Segment2Y:	1788
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1704
	DestY:		1788
	DestRange:	4
	DestWait:	10


// no3070 (1313�ʵ�E
// ********************************************
#	[2703]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1686
	StartRange:	2
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1686
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1686
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1706
	DestY:		1686
	DestRange:	2
	DestWait:	10


// no3071 (1313�ʵ�E
// ********************************************
#	[2704]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1708
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1708
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1708
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1708
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3072 (1313�ʵ�E
// ********************************************
#	[2705]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1702
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1702
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1702
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1702
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3073 (1313�ʵ�E
// ********************************************
#	[2706]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1700
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1700
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1700
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1700
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3074 (1313�ʵ�E
// ********************************************
#	[2707]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1702
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1702
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1702
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1702
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3075 (1313�ʵ�E
// ********************************************
#	[2708]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1706
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3076 (1313�ʵ�E
// ********************************************
#	[2709]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1710
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1710
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1710
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1710
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3077 (1313�ʵ�E
// ********************************************
#	[2710]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1734
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1734
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1734
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1734
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3078 (1313�ʵ�E
// ********************************************
#	[2711]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1736
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1736
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1736
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1736
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3079 (1313�ʵ�E
// ********************************************
#	[2712]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1730
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1730
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1730
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1730
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3080 (1313�ʵ�E
// ********************************************
#	[2713]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1728
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1728
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1728
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1728
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3081 (1313�ʵ�E
// ********************************************
#	[2714]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1738
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1738
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1738
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1738
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3082 (1313�ʵ�E
// ********************************************
#	[2715]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1734
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1734
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1734
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1734
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3083 (1313�ʵ�E
// ********************************************
#	[2716]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1730
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1730
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1730
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1730
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3084 (1313�ʵ�E
// ********************************************
#	[2717]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1762
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1762
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1762
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1762
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3085 (1313�ʵ�E
// ********************************************
#	[2718]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1764
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1764
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1764
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1764
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3086 (1313�ʵ�E
// ********************************************
#	[2719]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1758
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1758
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1758
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1758
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3087 (1313�ʵ�E
// ********************************************
#	[2720]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1756
	StartY:		1686
	StartRange:	1
	StartWait:	9
	Segment1X:	1756
	Segment1Y:	1686
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1756
	Segment2Y:	1686
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1756
	DestY:		1686
	DestRange:	1
	DestWait:	10


// no3088 (1313�ʵ�E
// ********************************************
#	[2721]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1766
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1766
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1766
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1766
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3089 (1313�ʵ�E
// ********************************************
#	[2722]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1762
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1762
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1762
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1762
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3090 (1313�ʵ�E
// ********************************************
#	[2723]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Virago
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1758
	StartY:		1682
	StartRange:	1
	StartWait:	9
	Segment1X:	1758
	Segment1Y:	1682
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1758
	Segment2Y:	1682
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1758
	DestY:		1682
	DestRange:	1
	DestWait:	10


// no3091 (1313�ʵ�E
// ********************************************
#	[2724]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1692
	StartY:		1676
	StartRange:	4
	StartWait:	9
	Segment1X:	1692
	Segment1Y:	1676
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1692
	Segment2Y:	1676
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1692
	DestY:		1676
	DestRange:	4
	DestWait:	10


// no3092 (1313�ʵ�E
// ********************************************
#	[2725]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1716
	StartY:		1680
	StartRange:	4
	StartWait:	9
	Segment1X:	1716
	Segment1Y:	1680
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1716
	Segment2Y:	1680
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1716
	DestY:		1680
	DestRange:	4
	DestWait:	10


// no3093 (1313�ʵ�E
// ********************************************
#	[2726]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
